Price,Close,High,Low,Open,Volume
Ticker,PNB.NS,PNB.NS,PNB.NS,PNB.NS,PNB.NS
Date,,,,,
2018-01-01,157.5030517578125,160.88970965232608,156.7143710195711,160.47217862063331,7869149
2018-01-02,154.39471435546875,158.57005233674187,153.46686147074138,158.19891684601552,13729132
2018-01-03,154.58030700683594,157.0855071382061,154.20915733239178,155.87929547260939,8534233
2018-01-04,163.7196502685547,166.73517235739257,153.46687233492338,155.27619691455607,31613344
2018-01-05,163.30210876464844,167.47744677283546,162.7453913670589,167.38465582060002,15500426
2018-01-08,163.0237579345703,165.29699479494616,162.46705466802172,164.276365060651,7302294
2018-01-09,162.04949951171875,165.06502136581764,161.492796279555,162.65261237728535,11152776
2018-01-10,158.3380889892578,162.28146374620357,157.7349902778307,161.86393277999161,9021131
2018-01-11,160.28659057617188,161.07527121467524,157.3174640888324,158.0133537729547,8683647
2018-01-12,161.63198852539062,162.28148278881307,159.0803927950136,160.98249426196818,11223630
2018-01-15,159.72987365722656,163.16294076912362,159.45152910905063,162.32786465086005,7104648
2018-01-16,153.60604858398438,160.4721542984566,153.18851761557525,159.82266010783002,11916843
2018-01-17,162.88458251953125,164.22996641849585,150.91527138750388,153.55965786588172,25299752
2018-01-18,158.1989288330078,169.56512753215355,156.48239520303304,167.6630261427548,32923946
2018-01-19,163.67324829101562,165.1578186158963,157.13189657665936,158.47728046975703,21519974
2018-01-22,163.30210876464844,164.50832035415144,159.77626494837486,163.39489971688388,11370450
2018-01-23,172.39508056640625,174.25078646236776,162.60622913362684,163.34851432359392,28176767
2018-01-24,180.60655212402344,182.18391330002197,168.96201014837837,171.8847409713668,50753260
2018-01-25,167.8485870361328,182.78702466424338,167.01352507392795,182.78702466424338,45808402
2018-01-29,161.40000915527344,169.19398201155877,160.14741623477323,168.59086913169273,18481283
2018-01-30,160.1938018798828,163.2093238869196,159.0339857233302,160.7969147760374,16914910
2018-01-31,158.98760986328125,162.5598352533919,156.6215819910784,159.12678214368214,15313331
2018-02-01,155.46176147460938,162.003127472013,154.02358659947762,160.3329893640507,15801115
2018-02-02,150.17300415039062,156.52878830091663,148.92039701698934,153.09573525111054,17622089
2018-02-05,151.88951110839844,154.2091432699742,145.58010879733015,146.60075261158792,20688955
2018-02-06,149.4307098388672,152.8173672031884,140.33774874170655,140.33774874170655,27530912
2018-02-07,145.25538635253906,153.0029502142269,144.37392885614395,152.12149271783179,22887593
2018-02-08,147.85336303710938,149.84824107870776,145.30176760078461,145.67290309199456,16358889
2018-02-09,145.48731994628906,146.60074045997268,144.09554076470704,144.74503488452999,9608396
2018-02-12,149.98744201660156,152.1215068937363,145.20900440385753,145.71932642024626,15391679
2018-02-14,135.3273468017578,147.48221090842057,134.2139120310249,147.48221090842057,68396778
2018-02-15,118.99713134765625,129.62104394633258,116.21357271964091,127.67256140146863,177112217
2018-02-16,116.49193572998047,119.13630802982065,111.85267117807294,116.53832412812599,156691203
2018-02-19,108.0948715209961,114.58984234200015,105.35770807801266,113.19806288035643,130898125
2018-02-20,108.14126586914062,109.90418083893447,102.99167908338866,105.68245409685404,146638863
2018-02-21,108.83715057373047,110.87842417038955,107.21340796035656,109.62582414157802,67541786
2018-02-22,106.33193969726562,108.3732203010852,105.49687068111015,106.33193969726562,45302555
2018-02-23,105.26490783691406,108.51239296110742,104.19788267355801,106.14637233228287,45035931
2018-02-26,103.91951751708984,106.7030760220119,102.20299118817898,106.7030760220119,42608524
2018-02-27,91.25433349609375,99.09469493721853,89.1202760220913,99.09469493721853,202069429
2018-02-28,94.08428192138672,95.01213478633342,85.3624635750966,86.84702674322021,210781693
2018-03-01,93.75953674316406,96.26473669793775,91.67186775453409,93.43478257065705,122105493
2018-03-05,92.87808227539062,95.01214697000736,91.67187764365825,92.69251451018764,59237515
2018-03-06,90.7904052734375,94.64099624222101,89.81616397125876,93.71314333788551,43475662
2018-03-07,88.60995483398438,89.90895035205389,87.26457091677855,89.07388129908377,52573179
2018-03-08,89.67698669433594,90.4192647876021,87.49653373449776,89.21306023143607,34680221
2018-03-09,88.7027359008789,90.60483717910532,88.14602557618888,90.37287395390483,30239013
2018-03-12,87.77488708496094,89.35224133710503,84.66658113841052,89.25945037954183,45021305
2018-03-13,90.88318634033203,95.24409910335625,86.56867613162926,87.40373805656809,86099105
2018-03-14,92.13579559326172,93.11003688868544,86.56867820584907,87.21817240279822,83449240
2018-03-15,91.43990325927734,93.71313996141252,90.74401360609853,92.13579291245615,42911688
2018-03-16,91.71825408935547,94.8729552392639,90.55843801063585,91.30072313259863,55339873
2018-03-19,89.5842056274414,93.20282648839706,89.16666755036142,91.43991153724687,33530881
2018-03-20,89.862548828125,90.46565460796924,88.37798565547764,89.07387530630818,27906714
2018-03-21,90.55844116210938,91.99661598135302,90.14091019082227,90.51205276471958,23276651
