date,close,high,low,open,volume,ticker
2018-01-01,562.4500732421875,566.7268697923126,557.4770398801876,560.7592297579129,6943234,AXISBANK.NS
2018-01-01,143.17230224609375,145.29993476334602,142.5960723847589,142.72904434440306,7408273,BANKBARODA.NS
2018-01-01,432.6889953613281,438.8136036806783,431.75572171266526,436.9353790702437,6580516,HDFCBANK.NS
2018-01-01,298.0550537109375,301.6090575152612,296.9024252192447,301.6090575152612,7739502,ICICIBANK.NS
2018-01-01,53.55834579467773,54.09539692418818,52.9724765759499,53.11894574306468,4483875,IDFCFIRSTB.NS
2018-01-01,1547.81005859375,1578.4068907146484,1542.329313469064,1574.641903648909,771099,INDUSINDBK.NS
2018-01-01,994.7455444335938,1006.9317865162516,991.6119150396306,1006.583571740542,1317415,KOTAKBANK.NS
2018-01-01,157.5030517578125,160.88970965232608,156.7143710195711,160.47217862063331,7869149,PNB.NS
2018-01-01,283.36627197265625,288.5796151028917,282.6280818011682,286.5957800553425,12182400,SBIN.NS
2018-01-01,305.9404296875,310.98070900552625,304.6681067419956,308.77864261603,4019878,YESBANK.NS
2018-01-02,589.6029052734375,606.710154559593,582.9390275001931,590.3985785808438,7839731,AXISBANK.NS
2018-01-02,135.0606689453125,140.60139193244945,134.52875412768506,140.11380560415026,12039264,BANKBARODA.NS
2018-01-02,464.5719909667969,470.1366297467045,463.2070838670087,468.0367639066448,6521420,HDFCBANK.NS
2018-01-02,332.53839111328125,341.85559559364987,330.233075604489,333.83509444534644,29472295,ICICIBANK.NS
2018-01-02,54.77891159057617,55.75536280413272,54.19304235238855,55.65771917272338,8773135,IDFCFIRSTB.NS
2018-01-02,1711.3743896484375,1732.6778989498707,1652.6589570339358,1671.8654159555615,3720115,INDUSINDBK.NS
2018-01-02,1115.1158447265625,1125.1135869779464,1099.3483620696154,1099.3483620696154,3856283,KOTAKBANK.NS
2018-01-02,27220.3828125,27613.179027937007,27046.03522971901,27334.53187627088,0,NSEBANK
2018-01-02,155.46176147460938,162.003127472013,154.02358659947762,160.3329893640507,15801115,PNB.NS
2018-01-02,282.3973999023437,292.87023878602554,281.42855875060303,292.4088804929918,19515991,SBIN.NS
2018-01-02,352.2327575683594,359.4261806355745,345.1372100949546,347.4371521460285,15217926,YESBANK.NS
2018-01-03,522.9144897460938,532.6616235859002,519.1847144982614,521.173927963772,9827510,AXISBANK.NS
2018-01-03,122.6051254272461,127.3036613967816,122.16186757214192,125.70793041297532,13912882,BANKBARODA.NS
2018-01-03,437.32037353515625,441.741774669809,435.838807268796,438.4753167994861,3909840,HDFCBANK.NS
2018-01-03,292.91619873046875,301.609059582279,292.24381012072735,300.31232687109525,18986889,ICICIBANK.NS
2018-01-03,50.62899398803711,51.50780157114032,50.091946564969945,50.18959392135129,3970049,IDFCFIRSTB.NS
2018-01-03,1620.7275390625,1628.9248028420293,1595.1348696237928,1596.3263357648325,760617,INDUSINDBK.NS
2018-01-03,1089.997314453125,1098.0054663148533,1080.3478472642637,1082.436893400152,1480594,KOTAKBANK.NS
2018-01-03,24902.26171875,25225.75796364396,24854.11188704253,25022.05915628056,0,NSEBANK
2018-01-03,93.75953674316406,96.26473669793776,91.67186775453408,93.43478257065703,122105493,PNB.NS
2018-01-03,241.89015197753903,249.13348294688404,241.059712666198,245.7194202502778,22859175,SBIN.NS
2018-01-03,314.2103881835937,319.0549460911548,311.56792648919014,315.2380370653921,7333939,YESBANK.NS
2018-01-06,533.7557373046875,541.3644425276495,529.9761830854097,540.0714658923074,4061137,AXISBANK.NS
2018-01-06,121.4083251953125,122.78242726727282,119.45799331599288,122.02888349412014,11437804,BANKBARODA.NS
2018-01-06,495.5871887207031,502.0209231779506,493.3330026178084,496.8551325746228,21151356,HDFCBANK.NS
2018-01-06,277.8837280273437,288.11348472501703,275.5304266993424,283.3588082510758,29675949,ICICIBANK.NS
2018-01-06,39.79038619995117,41.01095019381471,39.54627340117847,39.93685536916108,23193962,IDFCFIRSTB.NS
2018-01-06,1825.70751953125,1856.7809349040976,1815.7944974293157,1856.7809349040976,1082637,INDUSINDBK.NS
2018-01-06,1311.14013671875,1327.0568606849868,1300.346632566139,1310.14534147086,2332688,KOTAKBANK.NS
2018-01-06,26692.490234375,26996.48669760676,26658.24063284313,26913.087277270748,0,NSEBANK
2018-01-06,76.96540069580078,78.72832274693899,76.13033868959099,77.93964914165399,20636225,PNB.NS
2018-01-06,246.0885162353516,248.9489150257235,244.1508058399798,248.44143218461224,16574717,SBIN.NS
